股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
1711,永光,749,1168,3,22395,21973,136938,86,72,,821,807,136938,17, 
1712,興農,9,2,,458,465,105123,,,,,,105123,, 
1713,國化,15,6,,2865,2874,37737,,,,2,2,37737,, 
1714,和桐,6619,3642,,14942,17919,247956,69,958,,537,1426,247956,58, 
1717,長興,4153,3975,,21806,21984,293061,391,86,,591,286,293061,35, 
1718,中纖,865,2269,,22841,21437,421476,6685,481,,13465,7261,421476,5544, 
1720,生達,11,,,319,330,44674,,,,,,44674,, 
1721,三晃,,,,127,127,,,,,,,,,OX 
1722,台肥,51,57,3,2852,2843,245000,27,,,27,,245000,4, 
1723,中碳,2,10,,635,627,59226,,,,,,59226,,X 
1725,元禎,8,52,,342,298,45457,,1,,,1,45457,, 
1726,永記,,,,28,28,40500,,,,,,40500,, 
1727,中華化,1163,1512,7,9121,8765,32004,116,53,,132,69,32004,17, 
1730,花仙子,,,,8,8,15808,,,,,,15808,, 
1731,美吾華,,2,,317,315,33228,,,,,,33228,, 
1732,毛寶,8,1,1,583,589,10610,,,,,,10610,, 
1733,五鼎,,4,,2598,2594,24987,,,,,,24987,, 
1734,杏輝,3,2,,538,539,47549,,,,,,47549,, 
1735,日勝化,25,16,,803,812,24847,4,,,4,,24847,, 
1736,喬山,56,64,,2016,2008,75848,,,,3,3,75848,1, 
1737,臺鹽,,1,,23,22,50000,,,,,,50000,, 
1752,南光,,,,332,332,25247,,,,,,25247,, 
1760,寶齡富錦,29,42,,1084,1071,21434,1,,,3,2,21434,, 
1762,中化生,5,189,,870,686,19229,1,1,,6,6,19229,1, 
1773,勝一,56,29,,1267,1294,75000,,,,2,2,75000,, 
1776,展宇,15,31,,797,781,15026,,1,,,1,15026,, 
1783,和康生,9,10,,601,600,20246,,,,,,20246,, 
1786,科妍,13,9,,5080,5084,18706,,,,4,4,18706,, 
1789,神隆,41,73,,3714,3682,197684,,1,,,1,197684,, 
1795,美時,489,499,,8820,8810,66718,1,3,,15,17,66718,4, 
1802,台玻,2174,2290,42,53351,53193,727015,1194,171,1,2455,1431,727015,53, 
1805,寶徠,25,3,,1355,1377,33742,,,,,,33742,, 
1806,冠軍,27,19,,2977,2985,97600,,,,,,97600,, 
1808,潤隆,76,3,,5776,5849,223257,,,,3,3,223257,, 
1809,中釉,299,916,,8308,7691,41760,134,47,,314,227,41760,1, 
1810,和成,2293,1454,,20245,21084,75575,7,28,1,50,70,75575,17, 
1817,凱撒衛,,,,17,17,18150,,,,,,18150,, 
1903,士紙,23,41,,2629,2611,65009,,,,,,65009,, 
1904,正隆,94,240,,5222,5076,277068,2,1,,23,22,277068,, 
1905,華紙,652,227,1,10118,10542,275708,122,1,,620,499,275708,2, 
1906,寶隆,1,38,,7371,7334,37750,,,,1,1,37750,, 
1907,永豐餘,10,53,,24463,24420,415092,,,,,,415092,,X 
1909,榮成,474,413,,8945,9006,331921,3,2,,40,39,331921,, 
2002,中鋼,989,689,11,46579,46868,3933715,8,35,,653,680,3933715,1, 
2006,東和鋼鐵,1,29,,1171,1143,182553,,,,,,182553,, 
2007,燁興,,,,5,5,,,,,,,,,OX 
2008,高興昌,,,,127,127,47713,,,,,,47713,,X 
2009,第一銅,102,67,,6833,6868,89905,,1,,5,6,89905,, 
2010,春源,16,37,12,2113,2080,161913,8,,,29,21,161913,, 
2012,春雨,2,23,,254,233,75540,,,,,,75540,, 
2013,中鋼構,15,2,,1426,1439,50000,,,,3,3,50000,, 
2014,中鴻,,,,1861,1861,,,,,,,,,OX 
2015,豐興,,,,36,36,145399,,,,,,145399,, 
2017,官田鋼,181,5,1,8371,8546,111718,,,,,,111718,, 
2020,美亞,,4,,833,829,66757,,,,,,66757,, 
2022,聚亨,7,64,,1069,1012,84292,,,,1,1,84292,, 
2023,燁輝,7,685,,3444,2766,460310,,,,2,2,460310,, 
2024,志聯,3,,,61,64,24375,,,,,,24375,, 
2025,千興,,,,,,,,,,,,,,OX 
2027,大成鋼,271,786,5,29973,29453,646065,223,,,223,,646065,,X 
2028,威致,12,30,,1231,1213,81428,,,,,,81428,, 
2029,盛餘,,,,457,457,80295,,,,,,80295,,X 
2030,彰源,27,46,,3828,3809,70131,1,,,1,,70131,1, 
2031,新光鋼,11,18,,1031,1024,80286,,1,,6,7,80286,, 
2032,新鋼,5,12,,2605,2598,32630,,,,,,32630,, 
2033,佳大,6,2,,2742,2746,20173,,,,,,20173,, 
2034,允強,64,109,,4189,4144,132248,,,,,,132248,, 
2038,海光,3,38,,4103,4068,48533,,,,1,1,48533,, 
2049,上銀,286,378,1,3810,3717,88448,,,,,,88448,, 
2059,川湖,67,83,,476,460,23824,,1,,,1,23824,, 
2062,橋椿,8,8,,1406,1406,49998,,,,1,1,49998,, 
2069,運錩,21,8,,539,552,41596,1,,,1,,41596,, 
2101,南港,168,302,,23670,23536,183483,,,,15,15,183483,, 
2102,泰豐,5,10,,3925,3920,118332,,,,,,118332,, 
2103,台橡,1012,701,,15210,15521,206427,2,6,,133,137,206427,7, 
2104,國際中橡,628,629,,19628,19627,246183,1,1,,58,58,246183,, 
2105,正新,61,571,29,10262,9723,810353,13,,,25,12,810353,, 
2106,建大,17,8,,2963,2972,238722,,,,,,238722,, 
2107,厚生,,,,106,106,75898,,,,,,75898,, 
2108,南帝,106,95,4,2857,2864,123104,,,,36,36,123104,, 
2109,華豐,7,,,664,671,69837,,,,,,69837,, 
2114,鑫永銓,,4,,14,10,19497,,,,,,19497,, 
2115,六暉-KY,3,,,542,545,26093,,,,3,3,26093,, 
2201,裕隆,189,253,79,10466,10323,267500,2,10,,25,33,267500,, 
2204,中華,65,47,2,1130,1146,138405,,,,4,4,138405,, 
2206,三陽工業,3,27,,4832,4808,193418,2,,,6,4,193418,1, 
2207,和泰車,,1,,91,90,139275,,,,,,139275,, 
2208,台船,,,,,,,,,,,,,,OX 
2211,長榮鋼,23,,,404,427,104272,,,,,,104272,, 
2228,劍麟,,50,,1836,1786,19944,,,,1,1,19944,, 
2231,為升,320,491,,3286,3115,33982,13,127,,557,671,33982,3, 
2233,宇隆,169,162,,6066,6073,15072,10,8,,41,39,15072,143, 
2236,百達-KY,95,222,,11521,11394,15532,1,20,1,92,110,15532,2, 
2239,英利-KY,9,12,,1513,1510,29428,,,,,,29428,, 
2241,艾姆勒,107,584,,8589,8112,26150,13,3,,83,73,26150,, 
2243,宏旭-KY,58,83,,1252,1227,17343,3,79,,12,88,17343,, 
2247,汎德永業,,,,138,138,20177,,,,1,1,20177,, 
2248,華勝-KY,11,1,,298,308,11900,,,,,,11900,,X 
2250,IKKA-KY,52,21,1,1298,1328,9097,,,1,4,3,9097,, 
2254,巨鎧精密-創,,,,2518,2518,15976,,,,,,15976,, 
2301,光寶科,1194,942,,17590,17842,579026,51,28,,241,218,579026,15, 
2302,麗正,263,914,1,5375,4723,41575,9,53,,22,66,41575,13, 
2303,聯電,9702,19221,43,242102,232540,3144246,,,,,,3144246,, 
2305,全友,566,1009,20,7660,7197,51415,56,65,,210,219,51415,368, 
2308,台達電,252,652,6,8148,7742,649385,3,4,,26,27,649385,4, 
2312,金寶,1061,1537,6,52225,51743,376459,150,203,,1590,1643,376459,4, 
2313,華通,1713,1349,11,45023,45376,297955,191,714,,493,1016,297955,13, 
2314,台揚,,,,,,,,,,,,,,OX 
2316,楠梓電,138,171,1,4342,4308,45685,71,,1,74,2,45685,,X 
2317,鴻海,1742,1098,53,56410,57001,3507162,78,28,,106,56,3507162,13, 
2321,東訊,,,,,,,,,,,,,,OX 
2323,中環,567,331,1,28586,28821,272337,21,30,,95,104,272337,, 
2324,仁寶,621,1317,302,62255,61257,1101786,88,15,,739,666,1101786,15, 
2327,國巨*,2439,9244,10,52552,45737,517866,146,443,,288,585,517866,54, 
2328,廣宇,230,494,,19912,19648,129586,6,3,,40,37,129586,, 
2329,華泰,412,429,1,17903,17885,164737,4,252,,238,486,164737,4, 
2330,台積電,679,2231,17,34111,32542,6483092,,28,,61,89,6483092,, 
2331,精英,218,230,,10214,10202,139350,30,,,112,82,139350,1, 
2332,友訊,2093,1438,,21841,22496,150542,30,33,,171,174,150542,3, 
2337,旺宏,2159,5911,14,99776,96010,495431,200,243,,1906,1949,495431,75, 
2338,光罩,128,252,5,6704,6575,75869,21,2,,50,31,75869,, 
2340,台亞,478,651,1,9298,9124,94655,31,8,,111,88,94655,14, 
2342,茂矽,316,547,17,6854,6606,39381,25,22,1,162,158,39381,283, 
2344,華邦電,5346,11052,49,137152,131397,1125000,457,1234,3,2893,3667,1125000,223, 
2345,智邦,278,385,,1886,1779,140279,12,5,4,27,16,140279,3, 
2347,聯強,39,90,,2389,2338,416986,3,,1,4,,416986,,X 
2348,海悅,195,51,1,2166,2309,37974,4,,,9,5,37974,15, 
2349,錸德,,,,,,,,,,,,,,OX 
2351,順德,1245,2465,,22634,21414,45535,42,132,6,381,465,45535,66, 
2352,佳世達,3323,5509,25,18915,16704,395126,76,185,5,173,277,395126,87, 
2353,宏碁,665,780,12,42815,42688,761963,133,10,,11000,10877,761963,, 
2354,鴻準,352,444,9,26326,26225,353621,2,2,,9,9,353621,5, 
2355,敬鵬,213,628,2,13999,13582,99373,1,5,,15,19,99373,4, 
2356,英業達,544,1252,17,30406,29681,896868,54,8,2,113,65,896868,6, 
2357,華碩,93,77,2,2558,2572,185690,1,12,1,6,16,185690,, 
2359,所羅門,249,376,,6147,6020,42867,99,,,99,,42867,,X 
2360,致茂,129,167,,1127,1089,106311,,134,,1,135,106311,, 
2362,藍天,105,55,,2412,2462,155565,,,,3,3,155565,, 
2363,矽統,580,1427,,21804,20957,128747,52,21,,255,224,128747,31, 
2364,倫飛,34,52,2,765,745,13097,,,,,,13097,, 
2365,昆盈,181,167,10,9644,9648,55382,6,1,,22,17,55382,2, 
2367,燿華,378,996,13,35062,34431,176563,110,414,5,929,1228,176563,3, 
2368,金像電,187,453,2,6135,5867,129800,23,62,32,134,141,129800,3, 
2369,菱生,3726,2396,,14249,15579,95025,68,27,,353,312,95025,95, 
2371,大同,518,625,17,53314,53190,537708,3,12,,320,329,537708,1, 
2373,震旦行,,1,,48,47,59050,,,,,,59050,, 
2374,佳能,307,286,4,20718,20735,84142,9,2,,54,47,84142,3, 
2375,凱美,404,1958,2,12379,10823,27168,51,92,1,458,498,27168,27, 
2376,技嘉,190,279,2,8437,8346,167472,2,,,369,367,167472,10, 
2377,微星,429,1321,,15917,15025,211214,37,43,,1101,1107,211214,18, 
2379,瑞昱,258,218,8,3124,3156,128878,2,1,11,181,169,128878,17, 
2380,虹光,,,,,,,,,,,,,,OX 
2382,廣達,316,663,25,12977,12605,965656,15,6,,1004,995,965656,4, 
2383,台光電,129,174,,2125,2080,89580,103,,,157,54,89580,5, 
2385,群光,65,132,15,3655,3573,191430,,1,,14,15,191430,1, 
2387,精元,14,46,,1388,1356,48812,,,,1,1,48812,, 
2388,威盛,405,369,7,12023,12052,138988,2,31,,88,117,138988,13, 
2390,云辰,68,192,,2223,2099,48154,1,1,,13,13,48154,1, 
2392,正崴,152,89,10,4710,4763,128081,21,5,,32,16,128081,6, 
2393,億光,57,106,,2718,2669,110848,1,1,,49,49,110848,, 
2395,研華,49,90,,1769,1728,217063,3,2,,13,12,217063,1, 
2397,友通,64,43,,1621,1642,28672,,,,,,28672,, 
2399,映泰,1761,2653,,12431,11539,44525,203,159,,373,329,44525,11, 
2401,凌陽,398,667,,9431,9162,147998,29,21,,192,184,147998,7, 
2402,毅嘉,1422,1391,2,14160,14189,76884,5,6,,284,285,76884,48, 
2404,漢唐,115,151,4,2452,2412,47646,4,,,9,5,47646,, 
2405,輔信,132,131,89,8439,8351,85856,,,,,,85856,, 
2406,國碩,1188,1341,2,14198,14043,87726,155,15,,534,394,87726,23, 
2408,南亞科,4588,5585,6,84944,83941,774656,,268,,,268,774656,1309, 
2409,友達,25090,20168,11,232297,237208,1886774,1250,4978,3,20676,24401,1886774,531, 
2412,中華電,75,12,,464,527,1939361,,,,,,1939361,,X 
2413,環科,137,123,9,4838,4843,31839,3,2,4,15,10,31839,, 
2414,精技,6,32,,747,721,40433,,,,1,1,40433,, 
2415,錩新,126,203,,2477,2400,22500,7,8,,9,10,22500,, 
2417,圓剛,120,148,2,4039,4009,39304,,1,,,1,39304,, 
2419,仲琦,339,128,,6588,6799,80329,4,2,,10,8,80329,, 
2420,新巨,38,30,,1102,1110,38162,,,,1,1,38162,, 
2421,建準,102,150,1,5503,5454,71735,5,2,,18,15,71735,, 
2423,固緯,1,11,,555,545,36261,,,,,,36261,1, 
2424,隴華,,,,,,,,,,,,,,OX 
2425,承啟,120,302,,3740,3558,24124,,2,,1,3,24124,, 
2426,鼎元,2966,8463,6,24002,18499,75155,93,192,,317,416,75155,112, 
2427,三商電,338,165,3,5326,5496,49499,38,3,,219,184,49499,, 
2428,興勤,320,174,1,2325,2470,32028,16,16,,18,18,32028,1, 
2429,銘旺科,,146,,3016,2870,,,,,,,,,OX 
2430,燦坤,3,16,,123,110,29200,,,,2,2,29200,, 
2431,聯昌,,2,,1706,1704,,,,,,,,,OX 
2432,倚天酷碁-創,,2,,330,328,15465,,,,,,15465,, 
2433,互盛電,,1,,48,47,36124,,,,,,36124,, 
2434,統懋,128,150,,356,334,2377,,3,,,3,2377,4, 
2436,偉詮電,566,685,1,7279,7159,50023,66,8,,995,937,50023,9, 
2438,翔耀,,,,,,,,,,,,,,OX 
2439,美律,119,60,,3827,3886,63411,,,,249,249,63411,, 
2440,太空梭,95,124,,1592,1563,25916,,,,,,25916,, 
2441,超豐,1148,1111,1,9078,9114,142211,25,12,,395,382,142211,10, 
2442,新美齊,18,5,,4489,4502,79113,,,,12,12,79113,, 
2444,兆勁,,,,,,,,,,,,,,OX 
2449,京元電子,3090,3192,2,20520,20416,305686,96,49,1,427,379,305686,32, 
2450,神腦,1,1,,103,103,64563,,,,,,64563,, 
2451,創見,229,277,2,5977,5927,107836,12,33,,288,309,107836,1, 
2453,凌群,23,31,,2710,2702,25000,,,,,,25000,,X 
2454,聯發科,346,837,,10558,10067,400973,,14,,,14,400973,46, 
2455,全新,648,604,2,10160,10202,46660,15,97,,29,111,46660,27, 
2457,飛宏,416,218,21,15034,15211,106193,20,11,1,131,121,106193,1, 
2458,義隆,1386,1102,,4545,4829,75970,3,109,,249,355,75970,23, 
2459,敦吉,1,,,109,110,26398,,,,,,26398,, 
2460,建通,,1,,317,316,,,,,,,,,OX 
2461,光群雷,104,103,,8755,8756,47971,6,,,6,,47971,, 
2462,良得電,5,30,,2552,2527,30486,,,,,,30486,, 
2464,盟立,580,1142,2,15031,14467,51607,40,28,109,1044,923,51607,1, 
2465,麗臺,97,80,,3125,3142,17236,,,,4,4,17236,, 
2466,冠西電,441,517,25,6601,6500,40952,16,214,,230,428,40952,9, 
2467,志聖,129,389,,2384,2124,39188,16,8,1,44,35,39188,4, 
2468,華經,205,99,,3591,3697,17490,6,10,,25,29,17490,7, 
2471,資通,13,12,,1367,1368,11813,,,,,,11813,1, 
2472,立隆電,467,2443,3,12354,10375,41183,63,16,,137,90,41183,15, 
2474,可成,321,199,,12499,12621,134705,2,3,,3,4,134705,11, 
2476,鉅祥,455,990,,40013,39478,54742,7,3,,99,95,54742,7,@ 
2477,美隆電,7,4,,1154,1157,39643,,,,33,33,39643,, 
2478,大毅,492,1097,,11857,11252,36182,,,,,,36182,,X 
2480,敦陽科,18,58,,469,429,26590,,,,,,26590,, 
2481,強茂,1534,3499,48,16875,14862,95528,201,73,2,1092,962,95528,2092, 
2482,連宇,73,224,,2013,1862,19470,,,,,,19470,, 
2483,百容,184,213,,2563,2534,26972,21,25,6,363,361,26972,247, 
2484,希華,2945,4181,2,16785,15547,39855,567,44,2,1717,1192,39855,156, 
2485,兆赫,366,691,20,17067,16722,79422,67,97,,914,944,79422,4, 
2486,一詮,692,520,,23058,23230,58668,25,35,,157,167,58668,15, 
2488,漢平,7,,,453,460,19999,,,,,,19999,,X 
2489,瑞軒,1186,2468,33,47410,46095,152500,31,182,,115,266,152500,26, 
2491,吉祥全,25,72,,2607,2560,20502,,1,,1,2,20502,, 
2492,華新科,132,635,1,9826,9322,121301,,,,,,121301,,X 
2493,揚博,665,890,3,14572,14344,31699,,,,,,31699,,X 
2495,普安,314,394,3,10112,10029,68387,54,7,,187,140,68387,3, 
2496,卓越,1,2,,45,44,4775,,,,,,4775,, 
2497,怡利電,214,588,10,4080,3696,29521,5,9,,10,14,29521,2, 
2498,宏達電,615,590,2,30229,30252,209016,34,10,1,781,756,209016,25, 
2501,國建,116,229,,5054,4941,289890,,,,,,289890,,X 
2504,國產,49,160,,4935,4824,295000,,2,,8,10,295000,, 
2505,國揚,,2,5,3338,3331,95000,,,,,,95000,, 
2506,太設,,10,,1854,1844,75125,,,,,,75125,, 
2509,全坤建,,,17,669,652,56137,,,,1,1,56137,, 
2511,太子,16,147,,3339,3208,405831,,,,10,10,405831,2, 
2514,龍邦,3,9,,18153,18147,98682,,,,,,98682,, 
2515,中工,321,945,,24835,24211,401976,,,,45,45,401976,, 
2516,新建,,,,,,,,,,,,,,OX 
2520,冠德,37,170,,3336,3203,152371,,2,,19,21,152371,, 
2524,京城,3,,,3238,3241,91495,,,,,,91495,, 
2527,宏璟,92,48,,3634,3678,67576,,,,2,2,67576,, 
2528,皇普,11,10,,6545,6546,108999,,,,,,108999,, 
2530,華建,49,13,,6453,6489,210313,,,,3,3,210313,, 
2534,宏盛,99,89,,11987,11997,118556,7,,,59,52,118556,, 
2535,達欣工,5,11,,318,312,67698,,,,11,11,67698,, 
2536,宏普,92,45,,8151,8198,83202,,4,,,4,83202,, 
2537,聯上發,62,62,,3647,3647,75139,4,,,5,1,75139,, 
2538,基泰,17,2,,2499,2514,111256,,,,,,111256,, 
2539,櫻花建,30,50,1,2191,2170,298275,,,,5,5,298275,10, 
2540,愛山林,38,13,5,2788,2808,236218,,,,10,10,236218,, 
2542,興富發,169,1031,,6746,5884,543270,,1,,217,218,543270,, 
2543,皇昌,60,136,15,11463,11372,132135,5,2,,39,36,132135,, 
2545,皇翔,20,14,,2804,2810,94933,,,,,,94933,, 
2546,根基,,2,,64,62,32631,,,,,,32631,, 
2547,日勝生,292,345,,10852,10799,258773,3,,2,22,17,258773,, 
2548,華固,80,12,,2181,2249,79929,,,,4,4,79929,, 
2597,潤弘,2,4,,193,191,77679,,,,17,17,77679,, 
2601,益航,,77,,678,601,,,,,,,,,OX 
2603,長榮,2107,323,14,15636,17406,541260,10,4,,27,21,541260,3, 
2605,新興,293,326,2,12747,12712,146338,8,2,,9,3,146338,, 
2606,裕民,264,212,,3965,4017,211263,3,1,,9,7,211263,, 
2607,榮運,25,3,1,878,899,133392,16,,,23,7,133392,, 
2608,嘉里大榮,20,,,1333,1353,116750,,,,1,1,116750,, 
2609,陽明,1143,896,21,35982,36208,873026,11,,,31,20,873026,42,X 
2610,華航,1755,2459,6,51386,50676,1536247,,,1,1,,1536247,,X 
2611,志信,2,7,,2049,2044,47250,,,,2,2,47250,, 
2612,中航,9,43,,1930,1896,49371,,,,,,49371,, 
2613,中櫃,30,35,5,2183,2173,37105,,,,2,2,37105,, 
2614,東森,47,39,,5722,5730,81816,,,,,,81816,, 
2615,萬海,663,652,3,18788,18796,701536,,1,,4,5,701536,19, 
2616,山隆,2,,1,462,463,34320,,1,,1,2,34320,, 
2617,台航,29,23,,2316,2322,104323,,,,,,104323,, 
2618,長榮航,1076,12757,26,41076,29369,1350111,,,,,,1350111,, 
2630,亞航,798,806,,6677,6669,52359,18,28,,97,107,52359,20, 
2633,台灣高鐵,15,2,25,1827,1815,657073,,,,10,10,657073,,X 
2634,漢翔,1302,2306,,23363,22359,235466,,,,,,235466,, 
2636,台驊控股,13,19,,567,561,35458,,,,1,1,35458,, 
2637,慧洋-KY,127,340,,2668,2455,186602,1,3,,13,15,186602,8, 
2642,宅配通,3,,,584,587,23866,,,,3,3,23866,, 
2645,長榮航太,670,1268,1,3404,2805,93642,51,,,51,,93642,,X 
2646,星宇航空,27,96,,4513,4444,752183,1,,,30,29,752183,, 
2701,萬企,,16,,390,374,112491,,,,,,112491,, 
2702,華園,1,6,,428,423,39153,,,,,,39153,, 
2704,國賓,1,,,134,135,91730,,,,,,91730,, 
2705,六福,4,6,,579,577,46634,,,,,,46634,, 
2706,第一店,1,,,837,838,124999,,,,,,124999,, 
2707,晶華,3,2,,116,117,31850,,,,,,31850,, 
2712,遠雄來,,,,7,7,,,,,,,,,OX 
2722,夏都,6,,,435,441,35792,,,,,,35792,, 
2723,美食-KY,4,45,,1828,1787,45000,,,,1,1,45000,, 
2727,王品,6,,,350,356,20735,,,,3,3,20735,, 
2731,雄獅,27,25,,1174,1176,23319,,,,16,16,23319,, 
2739,寒舍,3,35,,856,824,22881,,,,,,22881,,X 
2748,雲品,6,4,,676,678,26444,,,,,,26444,, 
2753,八方雲集,,12,,579,567,16661,,,,2,2,16661,, 
2762,世界健身-KY,1,,,137,138,28125,,,,,,28125,, 
2801,彰銀,65,231,,9106,8940,2941511,23,,,94,71,2941511,, 
2812,台中銀,164,53,1,4498,4608,1505406,,,,,,1505406,, 
2816,旺旺保,36,22,3,698,709,55902,,,,2,2,55902,, 
2820,華票,52,195,,719,576,335740,,,,,,335740,, 
2832,台產,4,6,,498,496,63385,,,,,,63385,, 
2834,臺企銀,374,198,,5659,5835,2429515,,,,14,14,2429515,, 
2836,高雄銀,16,55,1,6013,5973,459979,,,,13,13,459979,, 
2838,聯邦銀,50,11,5,1881,1915,1085137,,,,4,4,1085137,, 
2845,遠東銀,15,137,,5142,5020,1216321,2,,,35,33,1216321,, 
2849,安泰銀,,,,148,148,223623,,,,,,223623,,X 
2850,新產,,10,,262,252,78990,,,,,,78990,, 
2851,中再保,24,87,,923,860,200097,2,,,2,,200097,, 
2852,第一保,26,1,,1273,1298,75290,,,,,,75290,, 
2855,統一證,497,903,,7361,6955,400353,,6,,203,209,400353,, 
2867,三商壽,129,286,,2951,2794,1474875,,,,1,1,1474875,, 
2880,華南金,38,127,,708,619,3479241,,4,,37,41,3479241,2, 
2881,富邦金,479,288,1,7164,7354,3501841,3,10,,30,37,3501841,1, 
2882,國泰金,1416,934,,5801,6283,3667302,1,23,,5,27,3667302,3, 
2883,凱基金,2328,2967,1,15995,15355,4243711,3,204,,15,216,4243711,42, 
2884,玉山金,25,554,3,5315,4783,4043500,,34,,77,111,4043500,, 
2885,元大金,225,239,,2831,2817,3332787,,,,35,35,3332787,6, 
2886,兆豐金,135,69,,587,653,3708344,4,3,,63,62,3708344,, 
2887,台新新光金,761,635,,44200,44326,6216599,2,35,,816,849,6216599,13, 
2889,國票金,70,85,,2039,2024,908390,,,,2,2,908390,, 
2890,永豐金,110,169,,1704,1645,3623080,1,,,392,391,3623080,9, 
2891,中信金,591,93,,2628,3126,4919224,,,,,,4919224,,X 
2892,第一金,62,926,,5447,4583,3594867,,,,12,12,3594867,2, 
2897,王道銀行,81,16,,1922,1987,701339,,,,,,701339,, 
2901,欣欣,,,,485,485,18260,,,,,,18260,, 
2903,遠百,,3,,1493,1490,354235,,,,,,354235,, 
2904,匯僑,1,,,32,33,19458,,,,,,19458,, 
2905,三商,24,22,,8869,8871,277592,,,,1,1,277592,, 
2906,高林,27,142,,1018,903,52279,,,,,,52279,, 
2908,特力,31,5,,14390,14416,127471,,,,,,127471,, 
2910,統領,,,,2,2,43850,,,,,,43850,, 
2911,麗嬰房,34,111,,279,202,24931,,,,,,24931,, 
2912,統一超,42,55,,501,488,259905,,,,1,1,259905,1, 
2913,農林,87,51,,6974,7010,176687,1,,,1,,176687,, 
2915,潤泰全,169,74,,8835,8930,276079,,,,8,8,276079,, 
2929,淘帝-KY,48,,,1863,1911,27373,,,,,,27373,, 
2939,永邑-KY,,,,244,244,11387,,,,,,11387,, 
3002,歐格,67,44,88,2114,2049,25500,3,,,23,20,25500,, 
3003,健和興,49,142,,3664,3571,38913,,4,,14,18,38913,, 
3004,豐達科,217,481,,2461,2197,16091,11,11,,18,18,16091,, 
3005,神基,149,226,,4912,4835,156096,7,1,,49,43,156096,, 
3006,晶豪科,995,860,,21698,21833,74531,2,42,,68,108,74531,25, 
3008,大立光,111,202,7,1871,1773,32699,1,,3,10,6,32699,, 
3010,華立,43,60,,1326,1309,64859,,1,,2,3,64859,, 
3011,今皓,40,34,5,2983,2984,29293,,,,55,55,29293,, 
3013,晟銘電,76,101,9,11994,11960,51284,6,17,,9,20,51284,1,X 
3014,聯陽,70,197,,2695,2568,41494,,,,,,41494,,X 
3015,全漢,551,2210,,4231,2572,46815,22,149,,22,149,46815,5, 
3016,嘉晶,565,1233,,10319,9651,72378,22,33,3,108,116,72378,10, 
3017,奇鋐,244,255,2,4317,4304,98135,43,10,,94,61,98135,, 
3018,隆銘綠能,,,,,,,,,,,,,,OX 
3019,亞光,253,528,3,12648,12370,69810,28,8,,40,20,69810,2, 
3021,鴻名,10,12,,673,671,23722,,,,,,23722,, 
3022,威強電,216,356,,6187,6047,44149,,,,9,9,44149,, 
3023,信邦,130,98,,1049,1081,60017,4,,,19,15,60017,1, 
3024,憶聲,356,37,20,5128,5427,69289,,,,,,69289,,X 
3025,星通,185,171,14,1886,1886,14184,3,51,,4,52,14184,1, 
3026,禾伸堂,1450,1439,,10021,10032,41472,83,297,,191,405,41472,12, 
3027,盛達,28,174,,4987,4841,28740,1,,,1,,28740,2, 
3028,增你強,177,443,,4085,3819,59310,3,,,4,1,59310,, 
3029,零壹,33,97,,3466,3402,38751,,1,,11,12,38751,, 
3030,德律,487,536,9,12215,12157,59054,2,5,,18,21,59054,, 
3031,佰鴻,256,469,,7885,7672,43300,14,1,,35,22,43300,12, 
3032,偉訓,17,56,,8263,8224,25821,2,2,,21,21,25821,2, 
3033,威健,297,336,,10320,10281,127557,2,2,3,208,205,127557,4, 
3034,聯詠,140,219,1,2970,2890,152127,,,,,,152127,,X 
3035,智原,453,724,4,12634,12359,65137,64,9,,227,172,65137,9, 
3036,文曄,696,587,2,14627,14734,317495,8,75,3,128,192,317495,32, 
3037,欣興,2191,1783,18,39205,39595,397554,37,119,,51,133,397554,166, 
3038,全台,13,1,,1201,1213,39351,,,,1,1,39351,, 
3040,遠見,6,1,,12172,12177,16556,,,,5,5,16556,, 
3041,揚智,94,343,4,3835,3582,29268,156,,,192,36,29268,2, 
3042,晶技,1486,5892,,23060,18654,79498,540,13,,586,59,79498,26, 
3043,科風,9,34,26,1153,1102,9743,1,,,1,,9743,, 
3044,健鼎,212,143,2,5894,5961,131401,,,,,,131401,,X 
3045,台灣大,154,120,,158,192,930857,,,,,,930857,,X 
3046,建碁,453,192,,890,1151,19612,,7,,3,10,19612,, 
3047,訊舟,133,132,2,6822,6821,56190,,9,,5,14,56190,, 
3048,益登,275,322,2,7670,7621,61207,,6,,,6,61207,114, 
3049,精金,,,,,,,,,,,,,,OX 
3050,鈺德,88,14,118,3369,3325,38746,,,,,,38746,1, 
3051,力特,100,147,10,4718,4661,34159,1,,,11,10,34159,, 
3052,夆典,35,19,,1855,1871,58311,,,,,,58311,, 
3054,立萬利,26,28,,1078,1076,20162,,,,,,20162,, 
3055,蔚華科,389,612,,7653,7430,25610,,,18,18,,25610,,X 
3056,富華新,12,73,,5307,5246,120138,,,,123,123,120138,, 
3057,喬鼎,,,,,,,,,,,,,,OX 
3058,立德,,,,,,,,,,,,,,OX 
3059,華晶科,456,600,,13395,13251,76925,12,7,,48,43,76925,14, 
3060,銘異,443,706,,9621,9358,34390,,,,,,34390,,X 
3062,建漢,131,100,4,12747,12774,82522,2,1,,39,38,82522,21, 
