股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
8081,致新,365,154,,1453,1664,21543,,2,,22,24,21543,4, 
8101,華冠,,,,,,,,,,,,,,OX 
8103,瀚荃,119,78,1,4510,4550,19609,,,,,,19609,2,X 
8104,錸寶,375,319,2,4701,4755,26014,,2,,3,5,26014,1, 
8105,凌巨,481,355,,10705,10831,72140,,218,,511,729,72140,9, 
8110,華東,603,629,58,19238,19154,129434,,,,,,129434,,X 
8112,至上,1030,900,,18667,18797,131323,,337,,,337,131323,133, 
8114,振樺電,76,78,,2181,2179,19121,,,,2,2,19121,, 
8131,福懋科,1982,1210,,6255,7027,110555,2,36,,37,71,110555,11, 
8150,南茂,5513,6763,,28517,27267,176130,23,225,,323,525,176130,15, 
8162,微矽電子-創,249,149,,2352,2452,17175,,13,,,13,17175,1, 
8163,達方,80,251,,3004,2833,70000,3,53,,5,55,70000,, 
8201,無敵,,,,,,,,,,,,,,OX 
8210,勤誠,70,24,1,2207,2252,31329,,2,,13,15,31329,, 
8213,志超,11,7,,4230,4234,67810,,,,6,6,67810,1, 
8215,明基材,204,176,,3538,3566,80168,2,4,,31,33,80168,4, 
8222,寶一,530,519,,3722,3733,17143,63,2,,80,19,17143,43, 
8249,菱光,46,72,1,4375,4348,28587,,,,2,2,28587,, 
8261,富鼎,326,436,2,12055,11943,29719,,,,1,1,29719,,X 
8271,宇瞻,142,75,5,5067,5129,30893,,14,,87,101,30893,5, 
8341,日友,29,2,,329,356,32500,,,,,,32500,, 
8367,建新國際,,,,14,14,23043,,,,,,23043,, 
8374,羅昇,47,141,4,2042,1944,22312,,,,,,22312,,X 
8404,百和興業-KY,5,14,,4040,4031,104983,,,,,,104983,, 
8411,福貞-KY,,,,24,24,54601,,,,,,54601,, 
8422,可寧衛*,1242,1782,44,31143,30559,339688,15,15,,119,119,339688,6, 
8429,金麗-KY,143,130,,13527,13540,46436,,,,11,11,46436,, 
8438,昶昕,141,139,,6813,6815,17485,1,,,17,16,17485,3, 
8442,威宏-KY,5,1,,829,833,17542,,,,1,1,17542,, 
8443,阿瘦,,,,28,28,,,,,,,,,OX 
8454,富邦媒,136,147,,1610,1599,66243,7,5,,194,192,66243,, 
8462,柏文,22,11,,1139,1150,20096,,,,,,20096,, 
8463,潤泰材,8,1,,119,126,37500,,,,,,37500,, 
8464,億豐,,5,,86,81,73255,,,,4,4,73255,, 
8466,美吉吉-KY,,5,1,1414,1408,19956,,,,,,19956,, 
8467,波力-KY,,9,1,280,270,12093,,,,,,12093,, 
8473,山林水,22,17,,2605,2610,42631,,,,198,198,42631,, 
8476,台境*,328,23,,16912,17217,41556,,145,,,145,41556,, 
8478,東哥遊艇,44,67,,1229,1206,23493,,,,,,23493,9, 
8481,政伸,,,,4,4,16650,,,,,,16650,, 
8482,商億-KY,,,,162,162,26861,,,,,,26861,, 
8487,愛爾達-創,,,,62,62,6633,,,,,,6633,, 
8488,吉源-KY,,,,21,21,18375,,,,,,18375,, 
8499,鼎炫-KY,15,27,,584,572,10291,,,,,,10291,,X 
8926,台汽電,1901,660,,8197,9438,207570,,77,,21,98,207570,5, 
8940,新天地,13,,,107,120,16872,,,,,,16872,, 
8996,高力,125,176,,4406,4355,23374,2,8,2,268,272,23374,29, 
9103,美德醫療-DR,31,32,,3169,3168,51382,2,,,12,10,51382,, 
910322,康師傅-DR,,,,,,,,,,,,,,OX 
9105,泰金寶-DR,1585,768,375,54546,54988,413841,5,13,221,2853,2640,413841,99, 
910861,神州-DR,,,,,,,,,,,,,,OX 
911868,同方友友-DR,,,,,,,,,,,,,,OX 
912000,晨訊科-DR,231,51,,16591,16771,39823,,,,,,39823,, 
9136,巨騰-DR,202,39,,13194,13357,34263,2,,,2,,34263,, 
9802,鈺齊-KY,8,7,,2562,2563,50247,,,,11,11,50247,, 
9902,台火,23,20,,3458,3461,24512,,,,1,1,24512,, 
9904,寶成,568,152,16,22278,22678,736696,,1,,2,3,736696,1, 
9905,大華,,,,22,22,76250,,,,,,76250,,X 
9906,欣巴巴,,1,,465,464,22594,,,,4,4,22594,, 
9907,統一實,43,66,,4015,3992,394786,1,,,9,8,394786,, 
9908,大台北,,,,164,164,129089,,,,,,129089,, 
9910,豐泰,77,24,2,2624,2675,246870,,,,29,29,246870,, 
9911,櫻花,,,,343,343,55597,,,,,,55597,, 
9912,偉聯,,,,,,,,,,,,,,OX 
9914,美利達,70,37,,3485,3518,74745,,,,50,50,74745,, 
9917,中保科,,10,,166,156,112799,,,,,,112799,, 
9918,欣天然,,2,,79,77,45134,,,,,,45134,, 
9919,康那香,85,33,,7860,7912,48840,,,,1,1,48840,, 
9921,巨大,16,30,,1951,1937,98016,,,,51,51,98016,, 
9924,福興,2,,,732,734,37690,,,,3,3,37690,, 
9925,新保,,,,8,8,96872,,,,,,96872,, 
9926,新海,,,,9,9,44876,,,,,,44876,, 
9927,泰銘,,,,62,62,30000,,,,,,30000,, 
9928,中視,6,3,,451,454,15481,,,,,,15481,, 
9929,秋雨,,,,,,,,,,,,,,OX 
9930,中聯資源,2,,,22,24,62135,,,,,,62135,, 
9931,欣高,,1,,79,78,30092,,,,,,30092,, 
9933,中鼎,40,45,,4361,4356,225102,,1,,10,11,225102,2, 
9934,成霖,15,37,,5723,5701,102754,,1,,2,3,102754,1, 
9935,慶豐富,146,22,,1114,1238,44459,,,,,,44459,1, 
9937,全國,2,,,172,174,77260,,,,,,77260,, 
9938,百和,57,79,,3535,3513,74490,,,,5,5,74490,, 
9939,宏全,38,29,,1059,1068,73946,,,,,,73946,, 
9940,信義,1,1,,1253,1253,184211,,,,,,184211,, 
9941,裕融,22,60,,1175,1137,143909,4,,,7,3,143909,, 
9942,茂順,1,,,53,54,20790,,,,,,20790,, 
9943,好樂迪,21,2,,87,106,31292,,,,,,31292,, 
9944,新麗,7,6,,5548,5549,26477,,,,,,26477,, 
9945,潤泰新,426,352,,22808,22882,711056,,,,,,711056,, 
9946,三發地產,45,42,,1169,1172,81638,,,,,,81638,, 
9955,佳龍,22,17,,1388,1393,26108,,2,,10,12,26108,, 
9958,世紀鋼,350,343,1,9417,9423,61724,2,3,,71,72,61724,1, 
