股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
1712,興農,1,2,,459,458,105123,,,,,,105123,, 
1713,國化,12,13,,2866,2865,37737,,1,,1,2,37737,, 
1714,和桐,8911,4847,,10878,14942,247956,120,43,,614,537,247956,126, 
1717,長興,4415,7645,,25036,21806,293061,34,228,,397,591,293061,187, 
1718,中纖,7571,15683,2,30955,22841,421476,788,12283,2,1972,13465,421476,258, 
1720,生達,7,8,,320,319,44674,,,,,,44674,, 
1721,三晃,,,,127,127,,,,,,,,,OX 
1722,台肥,41,124,,2935,2852,245000,1,19,,9,27,245000,2, 
1723,中碳,14,3,,624,635,59226,,,,,,59226,,X 
1725,元禎,52,20,,310,342,45457,,,,,,45457,, 
1726,永記,,,,28,28,40500,,,,,,40500,, 
1727,中華化,709,1281,,9693,9121,32004,,107,,25,132,32004,21, 
1730,花仙子,,,,8,8,15808,,,,,,15808,, 
1731,美吾華,,5,,322,317,33228,,,,,,33228,, 
1732,毛寶,5,,,578,583,10610,,,,,,10610,, 
1733,五鼎,13,7,,2592,2598,24987,,,,,,24987,, 
1734,杏輝,58,5,,485,538,47549,,,,,,47549,, 
1735,日勝化,25,40,,818,803,24847,,,,4,4,24847,, 
1736,喬山,66,32,,1982,2016,75848,2,,,5,3,75848,, 
1737,臺鹽,,,,23,23,50000,,,,,,50000,, 
1752,南光,2,2,,332,332,25247,,,,,,25247,, 
1760,寶齡富錦,55,37,1,1067,1084,21434,,1,,2,3,21434,1, 
1762,中化生,196,65,,739,870,19229,1,3,,4,6,19229,2, 
1773,勝一,87,85,,1265,1267,75000,,1,,1,2,75000,5, 
1776,展宇,5,64,,856,797,15026,,,,,,15026,, 
1783,和康生,1,4,1,605,601,20246,,,,,,20246,, 
1786,科妍,36,65,,5109,5080,18706,,,,4,4,18706,, 
1789,神隆,119,21,,3616,3714,197684,,,,,,197684,, 
1795,美時,422,233,1,8632,8820,66718,4,1,,18,15,66718,1, 
1802,台玻,1927,1685,10,53119,53351,727015,318,56,7,2724,2455,727015,32, 
1805,寶徠,13,1,,1343,1355,33742,,,,,,33742,, 
1806,冠軍,21,14,,2970,2977,97600,2,,,2,,97600,, 
1808,潤隆,23,157,2,5913,5777,223257,,,,3,3,223257,, 
1809,中釉,206,509,,8611,8308,41760,23,4,,333,314,41760,6, 
1810,和成,2518,3328,,21055,20245,75575,206,11,,245,50,75575,189, 
1817,凱撒衛,,,,17,17,18150,,,,,,18150,, 
1903,士紙,174,111,,2566,2629,65009,,,,,,65009,, 
1904,正隆,570,234,,4886,5222,277068,1,1,,23,23,277068,2, 
1905,華紙,401,465,,10182,10118,275708,7,4,,623,620,275708,, 
1906,寶隆,24,2,,7349,7371,37750,,,,1,1,37750,, 
1907,永豐餘,107,96,,24452,24463,415092,,,,,,415092,,X 
1909,榮成,434,452,,8963,8945,331921,2,2,,40,40,331921,, 
2002,中鋼,224,755,10,47120,46579,3933715,,2,,651,653,3933715,, 
2006,東和鋼鐵,31,27,,1167,1171,182553,,,,,,182553,, 
2007,燁興,,,,5,5,,,,,,,,,OX 
2008,高興昌,,,,127,127,47713,,,,,,47713,,X 
2009,第一銅,58,69,,6844,6833,89905,,2,,3,5,89905,, 
2010,春源,12,60,,2161,2113,161913,,8,,21,29,161913,, 
2012,春雨,5,,,249,254,75540,,,,,,75540,, 
2013,中鋼構,2,3,,1427,1426,50000,,,,3,3,50000,, 
2014,中鴻,,,,1861,1861,,,,,,,,,OX 
2015,豐興,,,,36,36,145399,,,,,,145399,, 
2017,官田鋼,24,29,,8376,8371,111718,,,,,,111718,, 
2020,美亞,7,7,,833,833,66757,,,,,,66757,, 
2022,聚亨,48,17,,1038,1069,84292,,,,1,1,84292,, 
2023,燁輝,,13,,3457,3444,460310,,,,2,2,460310,, 
2024,志聯,,,,61,61,24375,,,,,,24375,, 
2025,千興,,,,,,,,,,,,,,OX 
2027,大成鋼,316,556,5,30218,29973,646065,,,230,453,223,646065,, 
2028,威致,6,,,1225,1231,81428,,,,,,81428,,X 
2029,盛餘,45,6,,418,457,80295,,,,,,80295,, 
2030,彰源,148,76,,3756,3828,70131,,,,1,1,70131,, 
2031,新光鋼,5,2,,1028,1031,80286,,,,6,6,80286,, 
2032,新鋼,32,11,,2584,2605,32630,,,,,,32630,, 
2033,佳大,4,12,,2750,2742,20173,,,,,,20173,, 
2034,允強,105,58,1,4143,4189,132248,,,,,,132248,, 
2038,海光,16,1,,4088,4103,48533,,,,1,1,48533,, 
2049,上銀,290,618,,4138,3810,88448,,,,,,88448,,X 
2059,川湖,61,18,,433,476,23824,,,,,,23824,, 
2062,橋椿,6,55,,1455,1406,49998,,,,1,1,49998,, 
2069,運錩,4,7,,542,539,41596,,1,,,1,41596,, 
2101,南港,229,360,,23801,23670,183483,,5,,10,15,183483,, 
2102,泰豐,3,11,,3933,3925,118332,,,,,,118332,, 
2103,台橡,4900,2694,,13004,15210,206427,34,10,,157,133,206427,57, 
2104,國際中橡,637,1581,,20572,19628,246183,,1,,57,58,246183,10, 
2105,正新,156,611,,10717,10262,810353,,10,,15,25,810353,, 
2106,建大,25,90,,3028,2963,238722,,,,,,238722,, 
2107,厚生,,2,10,118,106,75898,,,,,,75898,, 
2108,南帝,80,240,,3017,2857,123104,,,,36,36,123104,5, 
2109,華豐,5,4,,663,664,69837,,,,,,69837,, 
2114,鑫永銓,3,,,11,14,19497,,,,,,19497,, 
2115,六暉-KY,,,,542,542,26093,,,,3,3,26093,, 
2201,裕隆,94,181,2,10555,10466,267500,1,5,2,23,25,267500,, 
2204,中華,14,15,,1131,1130,138405,,,,4,4,138405,, 
2206,三陽工業,12,22,,4842,4832,193418,,,,6,6,193418,2, 
2207,和泰車,2,8,4,101,91,139275,,,,,,139275,, 
2208,台船,,,,,,,,,,,,,,OX 
2211,長榮鋼,3,9,,410,404,104272,,,,,,104272,, 
2228,劍麟,1,3,,1838,1836,19944,,,,1,1,19944,, 
2231,為升,536,506,,3256,3286,33982,29,121,,465,557,33982,3, 
2233,宇隆,206,339,3,6202,6066,15072,4,3,,42,41,15072,155, 
2236,百達-KY,123,205,,11603,11521,15532,3,46,2,51,92,15532,3, 
2239,英利-KY,14,9,,1508,1513,29428,,,,,,29428,, 
2241,艾姆勒,294,516,,8811,8589,26150,3,,,86,83,26150,1, 
2243,宏旭-KY,11,22,,1263,1252,17343,17,,,29,12,17343,21, 
2247,汎德永業,,,,138,138,20177,,,,1,1,20177,, 
2248,華勝-KY,23,3,,278,298,11900,,,,,,11900,,X 
2250,IKKA-KY,54,122,,1366,1298,9097,,1,,3,4,9097,, 
2254,巨鎧精密-創,,,,2518,2518,15976,,,,,,15976,, 
2301,光寶科,735,1186,,18041,17590,579026,10,32,,219,241,579026,12, 
2302,麗正,1078,642,,4939,5375,41575,4,10,,16,22,41575,4, 
2303,聯電,5559,8735,220,245498,242102,3144246,,,,,,3144246,,X 
2305,全友,804,190,15,7061,7660,51415,1,40,,171,210,51415,333, 
2308,台達電,536,443,3,8058,8148,649385,11,7,,30,26,649385,2, 
2312,金寶,1587,1786,1,52425,52225,376459,45,72,,1563,1590,376459,13, 
2313,華通,1823,1369,22,44591,45023,297955,63,132,,424,493,297955,48, 
2314,台揚,,,,,,,,,,,,,,OX 
2316,楠梓電,174,334,1,4503,4342,45685,89,6,,157,74,45685,73,X 
2317,鴻海,1069,1766,23,57130,56410,3507162,6,72,,40,106,3507162,2, 
2321,東訊,,,,,,,,,,,,,,OX 
2323,中環,648,654,,28592,28586,272337,21,4,,112,95,272337,5, 
2324,仁寶,1101,2313,73,63540,62255,1101786,4,128,,615,739,1101786,19, 
2327,國巨*,1882,2719,15,53404,52552,517866,85,20,,353,288,517866,21, 
2328,廣宇,202,238,4,19952,19912,129586,,,,40,40,129586,, 
2329,華泰,495,489,4,17901,17903,164737,1,3,,236,238,164737,6, 
2330,台積電,710,770,338,34509,34111,6483092,1,31,,31,61,6483092,, 
2331,精英,212,91,,10093,10214,139350,,2,,110,112,139350,, 
2332,友訊,2671,4234,120,23524,21841,150542,13,17,,167,171,150542,37, 
2337,旺宏,3485,4016,27,100334,99776,495431,75,106,,1875,1906,495431,46, 
2338,光罩,171,223,,6756,6704,75869,4,1,,53,50,75869,3, 
2340,台亞,704,646,,9240,9298,94655,2,42,,71,111,94655,17, 
2342,茂矽,644,827,1,7038,6854,39381,2,15,,149,162,39381,196, 
2344,華邦電,10571,7017,8,133606,137152,1125000,249,267,,2875,2893,1125000,167, 
2345,智邦,216,208,,1878,1886,140279,17,,,44,27,140279,1, 
2347,聯強,28,36,,2397,2389,416986,4,,,8,4,416986,1,X 
2348,海悅,138,50,2,2080,2166,37974,,,,9,9,37974,, 
2349,錸德,,,,,,,,,,,,,,OX 
2351,順德,2238,3184,,23580,22634,45535,19,208,11,203,381,45535,7, 
2352,佳世達,8499,2796,,13212,18915,395126,,73,1,101,173,395126,5, 
2353,宏碁,1213,1226,75,42903,42815,761963,68,37,234,11265,11000,761963,21, 
2354,鴻準,967,677,36,26072,26326,353621,2,7,,4,9,353621,8, 
2355,敬鵬,257,254,1,13997,13999,99373,2,1,,16,15,99373,4, 
2356,英業達,1262,885,7,30036,30406,896868,23,2,996,1130,113,896868,8, 
2357,華碩,104,113,2,2569,2558,185690,,1,,5,6,185690,1, 
2359,所羅門,417,398,3,6131,6147,42867,170,,,269,99,42867,3,X 
2360,致茂,43,65,,1149,1127,106311,,,,1,1,106311,, 
2362,藍天,56,171,3,2530,2412,155565,,1,,2,3,155565,, 
2363,矽統,1571,2042,40,22315,21804,128747,43,44,,254,255,128747,5, 
2364,倫飛,31,25,,759,765,13097,,,,,,13097,, 
2365,昆盈,329,124,1,9440,9644,55382,7,,,29,22,55382,2, 
2367,燿華,448,192,23,34829,35062,176563,139,108,,960,929,176563,7, 
2368,金像電,539,98,2,5696,6135,129800,28,2,87,247,134,129800,3, 
2369,菱生,1686,1646,,14209,14249,95025,7,79,,281,353,95025,4, 
2371,大同,549,589,21,53375,53314,537708,403,,,723,320,537708,, 
2373,震旦行,2,4,,50,48,59050,,,,,,59050,, 
2374,佳能,401,430,1,20748,20718,84142,1,1,,54,54,84142,1, 
2375,凱美,1588,1015,3,11809,12379,27168,68,28,1,499,458,27168,42, 
2376,技嘉,227,98,1,8309,8437,167472,1,1,,369,369,167472,, 
2377,微星,541,834,6,16216,15917,211214,80,10,2,1173,1101,211214,3, 
2379,瑞昱,111,146,36,3195,3124,128878,4,,23,208,181,128878,2, 
2380,虹光,,,,,,,,,,,,,,OX 
2382,廣達,1379,844,,12442,12977,965656,35,1,,1038,1004,965656,10, 
2383,台光電,296,203,,2032,2125,89580,6,98,7,72,157,89580,1, 
2385,群光,134,78,1,3600,3655,190013,1,,,15,14,190013,, 
2387,精元,14,53,,1427,1388,48812,,,,1,1,48812,, 
2388,威盛,296,221,10,11958,12023,138988,7,11,,84,88,138988,4, 
2390,云辰,450,493,,2266,2223,48154,,1,,12,13,48154,8, 
2392,正崴,54,97,7,4760,4710,128081,1,8,,25,32,128081,, 
2393,億光,287,111,,2542,2718,110848,32,,,81,49,110848,, 
2395,研華,55,73,1,1788,1769,217063,,,,13,13,217063,, 
2397,友通,30,19,1,1611,1621,28672,,,,,,28672,, 
2399,映泰,2605,2042,,11868,12431,44525,3,99,,277,373,44525,55, 
2401,凌陽,574,604,,9461,9431,147998,27,2,,217,192,147998,8, 
2402,毅嘉,642,593,1,14112,14160,76884,1,1,,284,284,76884,2, 
2404,漢唐,114,149,,2487,2452,47646,3,1,,11,9,47646,, 
2405,輔信,105,458,,8792,8439,85856,,,,,,85856,,X 
2406,國碩,716,1207,,14689,14198,87726,176,84,,626,534,87726,10, 
2408,南亞科,4923,5012,28,85061,84944,774656,,,,,,774656,, 
2409,友達,18364,28020,154,242107,232297,1886774,4023,618,100,24181,20676,1886774,392, 
2412,中華電,31,125,,558,464,1939361,,,,,,1939361,,X 
2413,環科,83,99,,4854,4838,31839,1,,,16,15,31839,2, 
2414,精技,40,21,,728,747,40433,,,,1,1,40433,, 
2415,錩新,29,76,,2524,2477,22500,5,7,,7,9,22500,, 
2417,圓剛,155,169,,4053,4039,39304,,,,,,39304,, 
2419,仲琦,211,294,,6671,6588,80329,6,,,16,10,80329,3, 
2420,新巨,15,24,53,1164,1102,38162,,,,1,1,38162,, 
2421,建準,100,54,,5457,5503,71735,,3,,15,18,71735,, 
2423,固緯,15,1,,541,555,36261,,,,,,36261,, 
2424,隴華,,,,,,,,,,,,,,OX 
2425,承啟,150,158,,3748,3740,24124,,,,1,1,24124,2, 
2426,鼎元,3627,1782,,22157,24002,75155,21,17,,321,317,75155,29, 
2427,三商電,558,1131,,5899,5326,49499,61,56,,224,219,49499,1, 
2428,興勤,429,901,,2797,2325,32028,29,1,,46,18,32028,7, 
2429,銘旺科,,,,3016,3016,,,,,,,,,OX 
2430,燦坤,16,8,,115,123,29200,,,,2,2,29200,, 
2431,聯昌,,3,,1709,1706,,,,,,,,,OX 
2432,倚天酷碁-創,,,,330,330,15465,,,,,,15465,, 
2433,互盛電,,,,48,48,36124,,,,,,36124,, 
2434,統懋,114,194,,436,356,2377,18,,,18,,2377,1, 
2436,偉詮電,657,471,,7093,7279,50023,,596,,399,995,50023,29, 
2438,翔耀,,,,,,,,,,,,,,OX 
2439,美律,59,126,,3894,3827,63411,,41,,208,249,63411,, 
2440,太空梭,136,69,,1525,1592,25916,,,,,,25916,, 
2441,超豐,1862,1375,,8591,9078,142211,10,43,,362,395,142211,30, 
2442,新美齊,60,55,,4484,4489,79113,,,,12,12,79113,, 
2444,兆勁,,,,,,,,,,,,,,OX 
2449,京元電子,2998,5147,7,22676,20520,305686,7,70,,364,427,305686,76, 
2450,神腦,,10,1,114,103,64563,,,,,,64563,, 
2451,創見,217,365,,6125,5977,107836,39,6,,321,288,107836,2, 
2453,凌群,37,78,,2751,2710,25000,,,,,,25000,,X 
2454,聯發科,358,601,3,10804,10558,400973,,,,,,400973,, 
2455,全新,1044,484,1,9601,10160,46660,40,11,,58,29,46660,6, 
2457,飛宏,609,431,,14856,15034,106193,,3,,128,131,106193,3, 
2458,義隆,345,442,20,4662,4545,75970,21,1,,269,249,75970,2, 
2459,敦吉,,3,,112,109,26398,,,,,,26398,, 
2460,建通,,,,317,317,,,,,,,,,OX 
2461,光群雷,99,33,,8689,8755,47971,,,,6,6,47971,, 
2462,良得電,25,12,,2539,2552,30486,,,,,,30486,, 
2464,盟立,1003,982,,15010,15031,51607,40,10,49,1123,1044,51607,11, 
2465,麗臺,219,86,,2992,3125,17236,,2,,2,4,17236,, 
2466,冠西電,80,260,,6781,6601,40952,17,30,,217,230,40952,, 
2467,志聖,415,275,,2244,2384,39188,5,19,4,34,44,39188,8, 
2468,華經,68,107,5,3635,3591,17490,25,,,50,25,17490,, 
2471,資通,7,2,,1362,1367,11813,,,,,,11813,, 
2472,立隆電,639,1288,,13003,12354,41183,18,23,,132,137,41183,7, 
2474,可成,1200,853,1,12153,12499,134705,,3,,,3,134705,8, 
2476,鉅祥,814,780,,39979,40013,54742,2,3,61,159,99,54742,2,@ 
2477,美隆電,27,20,,1147,1154,39643,,,,33,33,39643,, 
2478,大毅,1728,944,,11073,11857,36182,,,1,1,,36182,,X 
2480,敦陽科,33,58,,494,469,26590,,,,,,26590,, 
2481,強茂,2472,1203,1,15607,16875,95528,2,296,1,799,1092,95528,1996, 
2482,連宇,15,72,,2070,2013,19470,,,,,,19470,, 
2483,百容,346,405,,2622,2563,26972,27,20,,370,363,26972,431, 
2484,希華,3203,4846,5,18433,16785,39855,696,138,1,2276,1717,39855,198, 
2485,兆赫,181,224,4,17114,17067,79422,39,7,,946,914,79422,5, 
2486,一詮,1086,1085,,23057,23058,58668,15,28,,144,157,58668,5, 
2488,漢平,2,41,,492,453,19999,,,,,,19999,,X 
2489,瑞軒,841,1075,1,47645,47410,152500,40,23,,132,115,152500,1, 
2491,吉祥全,21,24,,2610,2607,20502,,,,1,1,20502,6, 
2492,華新科,77,227,9,9985,9826,121301,,,11,11,,121301,,X 
2493,揚博,863,681,,14390,14572,31699,,,,,,31699,,X 
2495,普安,552,984,1,10545,10112,68387,2,11,,178,187,68387,5, 
2496,卓越,,1,,46,45,4775,,,,,,4775,, 
2497,怡利電,487,189,,3782,4080,29521,,6,,4,10,29521,, 
2498,宏達電,270,533,1,30493,30229,209016,16,143,,654,781,209016,20, 
2501,國建,126,75,,5003,5054,289890,6,,,6,,289890,, 
2504,國產,172,82,1,4846,4935,295000,,3,,5,8,295000,, 
2505,國揚,1,38,,3375,3338,95000,,,,,,95000,, 
2506,太設,,17,5,1876,1854,75125,,,,,,75125,, 
2509,全坤建,,18,,687,669,56137,,,,1,1,56137,, 
2511,太子,113,270,,3496,3339,405831,,10,,,10,405831,1, 
2514,龍邦,46,46,,18153,18153,98682,,,,,,98682,, 
2515,中工,418,884,3,25304,24835,401976,8,,5,58,45,401976,1, 
2516,新建,,,,,,,,,,,,,,OX 
2520,冠德,156,73,,3253,3336,152371,,,,19,19,152371,, 
2524,京城,1,4,,3241,3238,91495,,,,,,91495,, 
2527,宏璟,134,129,,3629,3634,67576,,,,2,2,67576,, 
2528,皇普,3,19,,6561,6545,108999,,,,,,108999,, 
2530,華建,1,17,3,6472,6453,210313,,,,3,3,210313,, 
2534,宏盛,784,842,,12045,11987,118556,,5,,54,59,118556,, 
2535,達欣工,2,4,,320,318,67698,,1,,10,11,67698,, 
2536,宏普,1961,621,,6811,8151,83202,,,,,,83202,, 
2537,聯上發,258,43,,3432,3647,75139,,4,,1,5,75139,, 
2538,基泰,3,,21,2517,2499,111256,,,,,,111256,, 
2539,櫻花建,16,71,,2246,2191,298275,,,,5,5,298275,, 
2540,愛山林,6,44,,2826,2788,236218,,,,10,10,236218,, 
2542,興富發,417,583,4,6916,6746,543270,30,3,,244,217,543270,, 
2543,皇昌,60,57,8,11468,11463,132135,,2,,37,39,132135,1, 
2545,皇翔,11,46,,2839,2804,94933,,,,,,94933,,X 
2546,根基,,1,,65,64,32631,,,,,,32631,, 
2547,日勝生,55,126,,10923,10852,258773,,2,,20,22,258773,, 
2548,華固,21,5,,2165,2181,79929,,,,4,4,79929,, 
2597,潤弘,2,5,,196,193,77679,,,,17,17,77679,1, 
2601,益航,,11,17,706,678,,,,,,,,,OX 
2603,長榮,387,379,17,15645,15636,541260,2,4,,25,27,541260,26, 
2605,新興,186,384,2,12947,12747,146338,,1,,8,9,146338,, 
2606,裕民,441,161,,3685,3965,211263,,3,,6,9,211263,, 
2607,榮運,3,23,,898,878,133392,,,,23,23,133392,, 
2608,嘉里大榮,20,2,,1315,1333,116750,,,,1,1,116750,, 
2609,陽明,892,1539,12,36641,35982,873026,14,6,,39,31,873026,1, 
2610,華航,1049,1578,82,51997,51386,1536247,41,,,42,1,1536247,,X 
2611,志信,4,10,,2055,2049,47250,,,,2,2,47250,, 
2612,中航,24,23,,1929,1930,49371,,,,,,49371,, 
2613,中櫃,64,78,,2197,2183,37105,,,,2,2,37105,, 
2614,東森,25,1,,5698,5722,81816,,,,,,81816,, 
2615,萬海,747,484,22,18547,18788,701536,,4,,,4,701536,55, 
2616,山隆,4,4,,462,462,34320,,,,1,1,34320,, 
2617,台航,3,100,,2413,2316,104323,,,,,,104323,, 
2618,長榮航,428,535,1,41184,41076,1350111,,,,,,1350111,,X 
2630,亞航,1975,3150,1,7853,6677,52359,50,19,,128,97,52359,38, 
2633,台灣高鐵,30,59,1,1857,1827,657073,2,,,12,10,657073,, 
2634,漢翔,5011,3990,,22342,23363,235466,,,,,,235466,,X 
2636,台驊控股,27,18,1,559,567,35458,,,,1,1,35458,, 
2637,慧洋-KY,214,262,,2716,2668,186602,,6,,7,13,186602,, 
2642,宅配通,14,1,,571,584,23866,,,,3,3,23866,, 
2645,長榮航太,1356,1505,,3553,3404,93642,27,49,,29,51,93642,3,X 
2646,星宇航空,100,74,,4487,4513,752183,2,5,,27,30,752183,, 
2701,萬企,,2,,392,390,112491,,,,,,112491,, 
2702,華園,,,,428,428,39153,,,,,,39153,, 
2704,國賓,1,3,,136,134,91730,,,,,,91730,, 
2705,六福,10,12,,581,579,46634,,,,,,46634,, 
2706,第一店,4,,,833,837,124999,,,,,,124999,, 
2707,晶華,2,18,,132,116,31850,,,,,,31850,, 
2712,遠雄來,,,,7,7,,,,,,,,,OX 
2722,夏都,4,1,,432,435,35792,,,,,,35792,, 
2723,美食-KY,11,13,,1830,1828,45000,,,,1,1,45000,, 
2727,王品,3,21,,368,350,20735,,,,3,3,20735,, 
2731,雄獅,26,17,,1165,1174,23319,2,,,18,16,23319,, 
2739,寒舍,32,2,,826,856,22881,,,,,,22881,,X 
2748,雲品,5,2,,673,676,26444,,,,,,26444,, 
2753,八方雲集,1,23,,601,579,16661,,2,,,2,16661,, 
2762,世界健身-KY,3,2,,136,137,28125,,,,,,28125,, 
2801,彰銀,103,816,,9819,9106,2941511,2,,,96,94,2941511,, 
2812,台中銀,21,15,,4492,4498,1505406,,,,,,1505406,2, 
2816,旺旺保,63,5,,640,698,55902,,,,2,2,55902,, 
2820,華票,111,16,,624,719,335740,,,,,,335740,, 
2832,台產,21,4,,481,498,63385,,,,,,63385,, 
2834,臺企銀,159,158,6,5664,5659,2429515,,3,,11,14,2429515,, 
2836,高雄銀,121,62,,5954,6013,459979,,3,,10,13,459979,, 
2838,聯邦銀,20,12,,1873,1881,1085137,,,,4,4,1085137,, 
2845,遠東銀,17,173,,5298,5142,1216321,,5,,30,35,1216321,, 
2849,安泰銀,8,,,140,148,223623,,,,,,223623,, 
2850,新產,7,5,,260,262,78990,,,,,,78990,, 
2851,中再保,40,116,,999,923,200097,,1,,1,2,200097,, 
2852,第一保,57,8,,1224,1273,75290,,,,,,75290,, 
2855,統一證,309,401,,7453,7361,400353,,25,,178,203,400353,, 
2867,三商壽,132,282,,3101,2951,1474875,,,,1,1,1474875,, 
2880,華南金,170,73,,611,708,3479241,,5,,32,37,3479241,, 
2881,富邦金,127,147,,7184,7164,3501841,1,13,,18,30,3501841,, 
2882,國泰金,415,179,3,5568,5801,3667302,1,,,6,5,3667302,1, 
2883,凱基金,751,966,,16210,15995,4243711,4,1,,18,15,4243711,1, 
2884,玉山金,87,282,,5510,5315,4043500,1,32,,46,77,4043500,, 
2885,元大金,208,187,,2810,2831,3332787,,,,35,35,3332787,, 
2886,兆豐金,28,201,,760,587,3708344,,6,,57,63,3708344,, 
2887,台新新光金,1715,820,,43305,44200,6216599,264,6,,1074,816,6216599,2, 
2889,國票金,37,63,,2065,2039,908390,,,,2,2,908390,, 
2890,永豐金,177,113,,1640,1704,3623080,,,,392,392,3623080,, 
2891,中信金,177,157,,2608,2628,4919224,42,,1,43,,4919224,,X 
2892,第一金,521,1800,,6726,5447,3594867,2,1,,13,12,3594867,, 
2897,王道銀行,27,38,,1933,1922,701339,,,,,,701339,, 
2901,欣欣,,,,485,485,18260,,,,,,18260,, 
2903,遠百,2,23,,1514,1493,354235,,,,,,354235,, 
2904,匯僑,,1,,33,32,19458,,,,,,19458,, 
2905,三商,14,38,,8893,8869,277592,,,,1,1,277592,, 
2906,高林,50,272,,1240,1018,52279,,,,,,52279,, 
2908,特力,10,10,,14390,14390,127471,,,,,,127471,, 
2910,統領,,,,2,2,43850,,,,,,43850,, 
2911,麗嬰房,30,43,,292,279,24931,,,,,,24931,, 
2912,統一超,20,76,,557,501,259905,,1,,,1,259905,1, 
2913,農林,98,398,,7274,6974,176687,,1,,,1,176687,, 
2915,潤泰全,41,26,2,8822,8835,276079,1,,,9,8,276079,, 
2929,淘帝-KY,10,5,,1858,1863,27373,,,,,,27373,, 
2939,永邑-KY,1,,,243,244,11387,,,,,,11387,, 
3002,歐格,37,46,,2123,2114,25500,,,,23,23,25500,1, 
3003,健和興,54,49,2,3661,3664,38913,,,,14,14,38913,, 
3004,豐達科,633,915,,2743,2461,16091,,6,,12,18,16091,2, 
3005,神基,342,357,,4927,4912,156096,5,4,,50,49,156096,2, 
3006,晶豪科,536,1270,1,22433,21698,74531,8,28,,48,68,74531,13, 
3008,大立光,101,118,2,1890,1871,32699,2,,,12,10,32699,, 
3010,華立,21,15,,1320,1326,64859,,,,2,2,64859,, 
3011,今皓,80,49,5,2957,2983,29293,,,,55,55,29293,, 
3013,晟銘電,74,104,9,12033,11994,51284,1,,,10,9,51284,, 
3014,聯陽,130,83,,2648,2695,41494,,,,,,41494,,X 
3015,全漢,1825,1029,,3435,4231,46815,5,21,,6,22,46815,2, 
3016,嘉晶,1493,1616,2,10444,10319,72378,88,5,,191,108,72378,50, 
3017,奇鋐,197,127,4,4251,4317,98135,20,1,2,115,94,98135,2, 
3018,隆銘綠能,,,,,,,,,,,,,,OX 
3019,亞光,496,718,7,12877,12648,69810,2,5,,37,40,69810,5, 
3021,鴻名,9,32,,696,673,23722,,,,,,23722,, 
3022,威強電,521,311,,5977,6187,44149,1,,,10,9,44149,4, 
3023,信邦,113,101,,1037,1049,60017,5,3,,21,19,60017,, 
3024,憶聲,115,28,,5041,5128,69289,,,,,,69289,,X 
3025,星通,17,69,8,1946,1886,14184,,1,,3,4,14184,, 
3026,禾伸堂,1258,1895,1,10659,10021,41472,95,43,,243,191,41472,24, 
3027,盛達,54,156,,5089,4987,28740,3,,,4,1,28740,, 
3028,增你強,318,127,,3894,4085,59310,4,1,,7,4,59310,13, 
3029,零壹,60,114,,3520,3466,38751,,,,11,11,38751,, 
3030,德律,246,239,1,12209,12215,59054,14,,,32,18,59054,1, 
3031,佰鴻,359,296,,7822,7885,43300,11,13,,33,35,43300,12, 
3032,偉訓,48,39,,8254,8263,25821,,,,21,21,25821,, 
3033,威健,301,271,1,10291,10320,127557,1,,20,229,208,127557,7, 
3034,聯詠,41,105,1,3035,2970,152127,8,,1,9,,152127,,X 
3035,智原,737,632,3,12532,12634,65137,53,7,,273,227,65137,9, 
3036,文曄,553,185,112,14371,14627,317495,1,45,21,105,128,317495,2, 
3037,欣興,1485,1150,1,38871,39205,397554,,51,,,51,397554,305, 
3038,全台,28,8,,1181,1201,39351,30,1,,30,1,39351,, 
3040,遠見,,1,,12173,12172,16556,,,,5,5,16556,, 
3041,揚智,182,163,,3816,3835,29268,6,,,198,192,29268,1, 
3042,晶技,5629,3153,27,20611,23060,79498,445,397,,634,586,79498,43, 
3043,科風,4,16,,1165,1153,9743,,,,1,1,9743,, 
3044,健鼎,251,75,,5718,5894,131401,,,,,,131401,,X 
3045,台灣大,120,697,,735,158,930857,,,,,,930857,,X 
3046,建碁,14,6,,882,890,19612,,,,3,3,19612,, 
3047,訊舟,191,259,,6890,6822,56190,,,,5,5,56190,41, 
3048,益登,370,246,,7546,7670,61207,,,,,,61207,, 
3049,精金,,,,,,,,,,,,,,OX 
3050,鈺德,26,68,1,3412,3369,38746,,,,,,38746,, 
3051,力特,154,112,,4676,4718,34159,,,,11,11,34159,3, 
3052,夆典,10,88,,1933,1855,58311,,,,,,58311,, 
3054,立萬利,12,9,,1075,1078,20162,,,,,,20162,, 
3055,蔚華科,253,701,,8101,7653,25610,327,,,345,18,25610,,X 
3056,富華新,10,7,6,5310,5307,120138,,,,123,123,120138,, 
3057,喬鼎,,,,,,,,,,,,,,OX 
3058,立德,,,,,,,,,,,,,,OX 
3059,華晶科,820,951,,13526,13395,76925,2,2,,48,48,76925,8, 
3060,銘異,754,352,,9219,9621,34390,,,,,,34390,,X 
3062,建漢,258,116,7,12612,12747,82522,4,1,,42,39,82522,, 
3090,日電貿,61,77,1,5041,5024,71891,2,7,,8,13,71891,37, 
3092,鴻碩,43,77,,3629,3595,26662,,,,7,7,26662,, 
